Title,Content
Sustainability,"Confusion and greenwashing
Sustainability has a reputation as a buzzword. People may use the terms sustainability and sustainable development in ways that are different to how they are usually understood. This can result in confusion and mistrust. So a clear explanation of how the terms are being used in a particular situation is important.
Greenwashing is a practice of deceptive marketing. It is when a company or organization provides misleading information about the sustainability of a product, policy, or other activity. Investors are wary of this issue as it exposes them to risk. The reliability of eco-labels is also doubtful in some cases. Ecolabelling is a voluntary method of environmental performance certification and labelling for food and consumer products. The most credible eco-labels are those developed with close participation from all relevant stakeholders.

See also
Index of sustainability articles
Outline of sustainability


== References =="
Circular economy,"A circular economy (CE), also referred to as circularity, is a model of resource production and consumption in any economy that involves sharing, leasing, reusing, repairing, refurbishing, and recycling existing materials and products for as long as possible. The concept aims to tackle global challenges such as climate change, biodiversity loss, waste, and pollution by emphasizing the design-based implementation of the three base principles of the model. The main three principles required for the transformation to a circular economy are: designing out waste and pollution, keeping products and materials in use, and regenerating natural systems. Circular economy is defined in contradistinction to the traditional linear economy."
Circular economy,"The idea and concepts of a circular economy have been studied extensively in academia, business, and government over the past ten years. It has been gaining popularity because it can help to minimize carbon emissions and the consumption of raw materials, open up new market prospects, and, principally, increase the sustainability of consumption. At a government level, a circular economy is viewed as a method of combating global warming, as well as a facilitator of long-term growth. Circular economy may geographically connect actors and resources to stop material loops at the regional level. In its core principle, the European Parliament defines the circular economy as ""a model of production and consumption that involves sharing, leasing, reusing, repairing, refurbishing, and recycling existing materials and products as long as possible. In this way, the life cycle of products is extended."" Global implementation of circular economy can reduce global emissions by 22.8 billion tons,"
Circular economy,"Global implementation of circular economy can reduce global emissions by 22.8 billion tons, equivalent to 39% of global emissions produced in 2019. By implementing circular economy strategies in five sectors alone: cement, aluminum, steel, plastics, and food 9.3 billion metric tons of CO2 equivalent (equal to all current emissions from transportation), can be reduced."
Circular economy,"In a circular economy, business models play a crucial role in enabling the shift from linear to circular processes. Various business models have been identified that support circularity, including product-as-a-service, sharing platforms, and product life extension models, among others. These models aim to optimize resource utilization, reduce waste, and create value for businesses and customers alike, while contributing to the overall goals of the circular economy.
Businesses can also make the transition to the circular economy, where holistic adaptations in firms' business models are needed. The implementation of circular economy principles often requires new visions and strategies and a fundamental redesign of product concepts, service offerings, and channels towards long-life solutions, resulting in the so-called 'circular business models'."
Circular economy,Definition
Circular economy,"There are many definitions of the circular economy. For example, in China, the circular economy is promoted as a top-down national political objective, meanwhile in other areas, such as the European Union, Japan, and the USA, it is a tool to design bottom-up environmental and waste management policies. The ultimate goal of promoting circular economy is the decoupling of environmental pressure from economic growth. A comprehensive definition could be: ""Circular economy is an economic system that targets zero waste and pollution throughout materials lifecycles, from environment extraction to industrial transformation, and final consumers, applying to all involved ecosystems. Upon its lifetime end, materials return to either an industrial process or, in the case of a treated organic residual, safely back to the environment as in a natural regenerating cycle. It operates by creating value at the macro, meso, and micro levels and exploiting to the fullest the sustainability nested concept."
Circular economy,"the macro, meso, and micro levels and exploiting to the fullest the sustainability nested concept. Used energy sources are clean and renewable. Resource use and consumption are efficient. Government agencies and responsible consumers play an active role in ensuring the correct system long-term operation."" More generally, circular development is a model of economic, social, and environmental production and consumption that aims to build an autonomous and sustainable society in tune with the issue of environmental resources. The circular economy aims to transform the economy into one that is regenerative. An economy that innovates to reduce waste and the ecological and environmental impact of industries prior to happening, rather than waiting to address the consequences of these issues. This is done by designing new processes and solutions for the optimization of resources, decoupling reliance on finite resources."
Circular economy,"The circular economy is a framework of three principles, driven by design: eliminating waste and pollution, keeping products and materials in use, and regenerating natural systems.
Other definitions and precise thresholds that separate linear from circular activity have also been developed in the economic literature."
Circular economy,"In a linear economy, natural resources are turned into products that are ultimately destined to become waste because of the way they have been designed and manufactured. This process is often summarized as ""take, make, waste"". By contrast, a circular economy aims to transition from a 'take-make-waste' approach to a more restorative and regenerative system. It employs reuse, sharing, repair, refurbishment, remanufacturing and recycling to create a closed-loop system, reducing the use of resource inputs and the creation of waste, pollution, and carbon emissions. The circular economy aims to keep products, materials, equipment, and infrastructure in use for longer, thus improving the productivity of these resources. Waste materials and energy should become input for other processes through waste valorization: either as a component for another industrial process or as regenerative resources for nature (e.g., compost). The Ellen MacArthur Foundation (EMF) defines the circular economy as an"
Circular economy,"for nature (e.g., compost). The Ellen MacArthur Foundation (EMF) defines the circular economy as an industrial economy that is restorative or regenerative by value and design."
Circular economy,"Circular economy strategies can be applied at various scales, from individual products and services to entire industries and cities. For example, industrial symbiosis is a strategy where waste from one industry becomes an input for another, creating a network of resource exchange and reducing waste, pollution, and resource consumption. Similarly, circular cities aim to integrate circular principles into urban planning and development, foster local resource loops, and promote sustainable lifestyles among their citizens. Less than 10% of economic activity worldwide in 2022 and 2023 is circular. Every year, the global population uses approximately 100 billion tonnes of materials, with more than 90% of them being wasted. The circular economy seeks to address this by eliminating waste entirely."
Circular economy,"History and aims
The concept of a circular economy cannot be traced back to one single date or author, rather to different schools of thought.
An early major effort to promote ideas now labeled the circular economy was headed by the [now Royal] Society for the Encouragement of Arts, Manufactures and Commerce in the second half of the nineteenth century. As documented by economic geographer Pierre Desrochers, RSA contributors argued that the profit motive, long-distance trade, and actors now largely absent from present-day discussions (e.g., waste dealers and brokers) promoted the creation of ever more value out of manufacturing and other residuals."
Circular economy,"The concept of a circular economy can be linked to various schools of thought, including industrial ecology, biomimicry, and cradle-to-cradle design principles. Industrial ecology is the study of material and energy flows through industrial systems, which forms the basis of the circular economy. Biomimicry involves emulating nature's time-tested patterns and strategies in designing human systems. Cradle-to-cradle design is a holistic approach to designing products and systems that considers their entire life cycle, from raw material extraction to end-of-life disposal, and seeks to minimize waste and maximize resource efficiency. These interrelated concepts contribute to the development and implementation of the circular economy."
Circular economy,"General systems theory, founded by the biologist Ludwig von Bertalanffy, considers growth and energy for open and closed state systems. This theory was then applied to other areas, such as, in the case of the circular economy, economics. Economist Kenneth E. Boulding, in his paper ""The Economics of the Coming Spaceship Earth"", argued that a circular economic system is a prerequisite for the maintenance of the sustainability of human life on Earth. Boulding describes the so-called ""cowboy economy"" as an open system in which the natural environment is typically perceived as limitless: no limit exists on the capacity of the outside to supply or receive energy and material flows.
Walter R. Stahel and Geneviève Reday-Mulvey, in their book ""The Potential for Substituting Manpower for Energy"", lay the foundation for the principles of the circular economy by describing how increasing labour may reduce energy intensive activities."
Circular economy,"Simple economic models have ignored the economy-environment interrelationships. Allan Kneese in ""The Economics of Natural Resources"" indicates how resources are not endlessly renewable, and mentions the term circular economy for the first time explicitly in 1988.
In their book Economics of Natural Resources and the Environment, Pearce and Turner explain the shift from the traditional linear or open-ended economic system to the circular economic system (Pearce and Turner, 1990). They describe an economic system where waste at extraction, production, and consumption stages is turned into inputs.
In the early 2000s, China integrated the notion into its industrial and environmental policies to make them resource-oriented, production-oriented, waste-oriented, use-oriented, and life cycle-oriented. The Ellen MacArthur Foundation  was instrumental in the diffusion of the concept in Europe and the Americas."
Circular economy,"In 2010, the concept of circular economy started to become popular internationally after the publication of several reports. The European Union introduced its vision of the circular economy in 2014, with a New Circular Economy Action Plan launched in 2020 that ""shows the way to a climate-neutral, competitive economy of empowered consumers""."
Circular economy,"The original diffusion of the notion benefited from three major events: the explosion of raw material prices between 2000 and 2010, the Chinese control of rare earth materials, and the 2008 economic crisis. Today, the climate emergency and environmental challenges induce companies and individuals in rethink their production and consumption patterns. The circular economy is framed as one of the answers to these challenges. Key macro-arguments in favour of the circular economy are that it could enable economic growth that does not add to the burden on natural resource extraction but decouples resource uses from the development of economic welfare for a growing population, reduces foreign dependence on critical materials, lowers CO2 emissions, reduces waste production, and introduces new modes of production and consumption able to create further value. Corporate arguments in favour of the circular economy are that it could secure the supply of raw materials, reduce the price volatility"
Circular economy,"circular economy are that it could secure the supply of raw materials, reduce the price volatility of inputs and control costs, reduce spills and waste, extend the life cycle of products, serve new segments of customers, and generate long-term shareholder value. A key idea behind the circular business models is to create loops throughout to recapture value that would otherwise be lost."
Circular economy,"Of particular concern is the irrevocable loss of raw materials due to their increase in entropy in the linear business model. Starting with the production of waste in manufacturing, the entropy increases further by mixing and diluting materials in their manufacturing assembly, followed by corrosion and wear and tear during the usage period. At the end of the life cycle, there is an exponential increase in disorder arising from the mixing of materials in landfills. As a result of this directionality of the entropy law, the world's resources are effectively ""lost forever""."
Circular economy,"Circular development is directly linked to the circular economy and aims to build a sustainable society based on recyclable and renewable resources, to protect society from waste, and to be able to form a model that no longer considering resources as infinite. This new model of economic development focuses on the production of goods and services, taking into account environmental and social costs. Circular development, therefore, supports the circular economy to create new societies in line with new waste management and sustainability objectives that meet the needs of citizens. It is about enabling economies and societies, in general, to become more sustainable."
Circular economy,"However, critiques of the circular economy suggest that proponents of the circular economy may overstate the potential benefits of the circular economy. These critiques put forward the idea that the circular economy has too many definitions to be delimited, making it an umbrella concept that, although exciting and appealing, is hard to understand and assess. Critiques mean that the literature ignores much-established knowledge. In particular, it neglects the thermodynamic principle that one can neither create nor destroy matter. Therefore, a future where waste no longer exists, where material loops are closed, and products are recycled indefinitely is, in any practical sense, impossible. They point out that a lack of inclusion of indigenous discourses from the Global South means that the conversation is less eco-centric than it depicts itself. There is a lack of clarity as to whether the circular economy is more sustainable than the linear economy and what its social benefits might"
Circular economy,"the circular economy is more sustainable than the linear economy and what its social benefits might be, in particular, due to diffuse contours. Other issues include the increasing risks of cascading failures which are a feature of highly interdependent systems, and have potential harm to the general public. When implemented in bad faith, touted ""Circular Economy"" activities can often be little more than reputation and impression management for public relations purposes by large corporations and other vested interests; constituting a new form of greenwashing. It may thus not be the panacea many had hoped for."
Circular economy,"Sustainability
Intuitively, the circular economy would appear to be more sustainable than the current linear economic system. Reducing the resources used and the waste and leakage created conserves resources and helps to reduce environmental pollution. However, some argue that these assumptions are simplistic and disregard existing systems' complexity and potential trade-offs. For example, the social dimension of sustainability seems to be only marginally addressed in many publications on the circular economy. Some cases might require different or additional strategies, like purchasing new, more energy-efficient equipment. By reviewing the literature, a team of researchers from Cambridge and TU Delft showed that there are at least eight different relationship types between sustainability and the circular economy. In addition, it is important to underline the innovation aspect at the heart of sustained development based on circular economy components."
Circular economy,"Scope
The circular economy can have a broad scope. Researchers have focused on different areas such as industrial applications with both product-oriented and natural resources and services, practices and policies to better understand the limitations that the CE currently faces, strategic management for details of the circular economy and different outcomes such as potential re-use applications and waste management."
Circular economy,"The circular economy includes products, infrastructure, equipment, services and buildings  and applies to every industry sector. It includes 'technical' resources (metals, minerals, fossil resources) and 'biological' resources (food, fibres, timber, etc.). Most schools of thought advocate a shift from fossil fuels to the use of renewable energy, and emphasize the role of diversity as a characteristic of resilient and sustainable systems. The circular economy includes a discussion of the role of money and finance as part of the wider debate, and some of its pioneers have called for a revamp of economic performance measurement tools. One study points out how modularization could become a cornerstone to enabling a circular economy and enhancing the sustainability of energy infrastructure. One example of a circular economy model is the implementation of renting models in traditional ownership areas (e.g., electronics, clothes, furniture, transportation). By renting the same product to"
Circular economy,"areas (e.g., electronics, clothes, furniture, transportation). By renting the same product to several clients, manufacturers can increase revenues per unit, thus decreasing the need to produce more to increase revenues. Recycling initiatives are often described as circular economy and are likely to be the most widespread models."
Circular economy,"According to a report of the organization ""Circle economy"" global implementation of circular economy can reduce global emissions by 22.8 billion tons, 39% of global emissions in the year 2019. By 2050, 9.3 billion metric tons ofCO2 equivalent, or almost half of the global greenhouse gas emissions from the production of goods, might be reduced by implementing circular economy strategies in only five significant industries: cement, aluminum, steel, plastics, and food. That would equal to eliminating all current emissions caused by transportation."
Circular economy,"Background
As early as 1966, Kenneth Boulding raised awareness of an ""open economy"" with unlimited input resources and output sinks, in contrast with a ""closed economy"", in which resources and sinks are tied and remain as long as possible part of the economy. Boulding's essay ""The Economics of the Coming Spaceship Earth"" is often cited as the first expression of the ""circular economy"", although Boulding does not use that phrase."
Circular economy,"The circular economy is grounded in the study of feedback-rich (non-linear) systems, particularly living systems. The contemporary understanding of the circular economy and its practical applications to economic systems has evolved, incorporating different features and contributions from a variety of concepts sharing the idea of closed loops. Some of the relevant theoretical influences are cradle to cradle, laws of ecology (e.g., Barry Commoner § The Closing Circle), looped and performance economy (Walter R. Stahel), regenerative design, industrial ecology, biomimicry and blue economy (see section ""Related concepts"").
The circular economy was further modelled by British environmental economists David W. Pearce and R. Kerry Turner in 1989. In Economics of Natural Resources and the Environment, they pointed out that a traditional open-ended economy was developed with no built-in tendency to recycle, which was reflected by treating the environment as a waste reservoir."
Circular economy,"In the early 1990s, Tim Jackson began to create the scientific basis for this new approach to industrial production in his edited collection Clean Production Strategies, including chapters from preeminent writers in the field such as Walter R Stahel, Bill Rees and Robert Constanza. At the time still called 'preventive environmental management', his follow-on book Material Concerns: Pollution, Profit and Quality of Life synthesized these findings into a manifesto for change, moving industrial production away from an extractive linear system towards a more circular economy."
Circular economy,"Emergence of the idea
In their 1976 research report to the European Commission, ""The Potential for Substituting Manpower for Energy"", Walter Stahel and Genevieve Reday sketched the vision of an economy in loops (or a circular economy) and its impact on job creation, economic competitiveness, resource savings and waste prevention. The report was published in 1982 as the book Jobs for Tomorrow: The Potential for Substituting Manpower for Energy.
In 1982, Walter Stahel was awarded third prize in the Mitchell Prize competition on sustainable business models with his paper, The Product-Life Factor. The first prize went to the then US Secretary of Agriculture, the second prize to Amory and Hunter Lovins, and fourth prize to Peter Senge."
Circular economy,"Considered one of the first pragmatic and credible sustainability think tanks, the main goals of Stahel's institute are to extend the working life of products, to make goods last longer, to reuse existing goods, and ultimately to prevent waste. This model emphasizes the importance of selling services rather than products, an idea referred to as the ""functional service economy"" and sometimes put under the wider notion of ""performance economy."" This model also advocates ""more localization of economic activity"".
Promoting a circular economy was identified as a national policy in China's 11th five-year plan starting in 2006. The Ellen MacArthur Foundation has more recently outlined the economic opportunity of a circular economy, bringing together complementary schools of thought in an attempt to create a coherent framework, thus giving the concept a wide exposure and appeal."
Circular economy,"Most frequently described as a framework for thinking, its supporters claim it is a coherent model that has value as part of a response to the end of the era of cheap oil and materials and, moreover, contributes to the transition to a low-carbon economy. In line with this, a circular economy can contribute to meeting the COP 21 Paris Agreement. The emissions reduction commitments made by 195 countries at the COP 21 Paris Agreement are not sufficient to limit global warming to 1.5 °C. To reach the 1.5 °C ambition, it is estimated that additional emissions reductions of 15 billion tonnes of CO2 per year need to be achieved by 2030. Circle Economy and Ecofys estimated that circular economy strategies may deliver emissions reductions that could bridge the gap by half."
Circular economy,"Moving away from the linear model
Linear ""take, make, dispose"" industrial processes, and the lifestyles dependent on them, use up finite reserves to create products with a finite lifespan, which end up in landfills or in incinerators. The circular approach, by contrast, takes insights from living systems. It considers that our systems should work like organisms, processing nutrients that can be fed back into the cycle—whether biological or technical—hence the ""closed loop"" or ""regenerative"" terms usually associated with it. The generic circular economy label can be applied to or claimed by several different schools of thought, but all of them gravitate around the same basic principles."
Circular economy,"One prominent thinker on the topic is Walter R. Stahel, an architect, economist, and founding father of industrial sustainability. Credited with having coined the expression ""Cradle to Cradle"" (in contrast with ""Cradle to Grave"", illustrating our ""Resource to Waste"" way of functioning), in the late 1970s, Stahel worked on developing a ""closed loop"" approach to production processes, co-founding the Product-Life Institute in Geneva. In the UK, Steve D. Parker researched waste as a resource in the UK agricultural sector in 1982, developing novel closed-loop production systems. These systems mimicked and worked with the biological ecosystems they exploited."
Circular economy,"Cradle to Cradle
Circular economy oftеn rеfеrs to quantities of rеcyclеd materials or rеducеd waste, however Cradle to Cradle Design focuses on quality of products including safety for humans and environmental health. Popularized by the book Cradle to Cradle: Remaking The Way We Make Things, Cradle to Cradle Design has bееn widеly implеmеntеd by architect William McDonough, who was introduced as the ""father of the circular economy"" while receiving the 2017 Fortune Award for Circular Economy Leadership in Davos during the World Economic Forum."
Circular economy,"Levels of circularity (""R"" models)
In the 2010s, several models of a circular economy were developed that employed a set of steps, or levels of circularity, typically using English verbs or nouns starting with the letter ""r"". The first such model, known as the ""Three R principle"", was ""Reduce, Reuse, Recycle"", which can be traced back as early as the 1970s. According to Breteler (2022), the 'most comprehensive and extensive' of four compared models was the ""10R principle"", developed by sustainable entrepreneurship professor and former Dutch Environment Minister Jacqueline Cramer."
Circular economy,Towards the circular economy
Circular economy,"In 2013, a report was released entitled Towards the Circular Economy: Economic and Business Rationale for an Accelerated Transition. The report, commissioned by the Ellen MacArthur Foundation and developed by McKinsey & Company, was the first volume of its kind to consider the economic and business opportunity for the transition to a restorative, circular model. Using product case studies and economy-wide analysis, the report details the potential for significant benefits across the EU. It argues that a subset of the EU manufacturing sector could realize net materials cost savings worth up to $630 billion annually towards 2025—stimulating economic activity in the areas of product development, remanufacturing and refurbishment. Towards the Circular Economy also identified the key building blocks in making the transition to a circular economy, namely in skills in circular design and production, new business models, skills in building cascades and reverse cycles, and"
Circular economy,"design and production, new business models, skills in building cascades and reverse cycles, and cross-cycle/cross-sector collaboration. This is supported by a case study from the automotive industry, highlighting the importance of integrating a circular model holistically within the entire value chain of a company, taking into account the interdependencies between the product, process, and system level."
Circular economy,"Another report by WRAP and the Green Alliance (called ""Employment and the circular economy: job creation in a more resource efficient Britain""), done in 2015 has examined different public policy scenarios to 2030. It estimates that, with no policy change, 200,000 new jobs will be created, reducing unemployment by 54,000. A more aggressive policy scenario could create 500,000 new jobs and permanently reduce unemployment by 102,000. The International Labour Organization predicts that implementing a circular economy by 2030 might result in an additional 7-8 million jobs being created globally. However, other research has also found that the adoption of circular economy principles may lead to job losses in emerging economies."
Circular economy,"On the other hand, implementing a circular economy in the United States has been presented by Ranta et al. who analyzed the institutional drivers and barriers for the circular economy in different regions worldwide, by following the framework developed by Scott R. In the article, different worldwide environment-friendly institutions were selected, and two types of manufacturing processes were chosen for the analysis (1) a product-oriented, and (2) a waste management. Specifically, in the U.S., the product-oriented company case in the study was Dell, a US manufacturing company for computer technology, which was the first company to offer free recycling to customers and to launch to the market a computer made from recycling materials from a verified third-party source. Moreover, the waste management case that includes many stages such as collection, disposal, recycling in the study was Republic Services, the second-largest waste management company in the US. The approach to defining the"
Circular economy,"Services, the second-largest waste management company in the US. The approach to defining the drivers and barriers was to first identify indicators for their cases in study and then to categorize these indicators into drivers when the indicator was in favor of the circular economy model or a barrier when it was not."
Circular economy,"On 2 March 2022 in Nairobi, representatives of 175 countries pledged to create a legally binding agreement to end plastic pollution by the end of the year 2024. The agreement should address the full lifecycle of plastic and propose alternatives including reusability. The agreement is expected to facilitate the transition to a circular economy that will reduce GHG emissions by 25 percent, according to the published statement.
It is estimated that the waste sector can achieve net zero emissions in the coming decades by improving and adopting circular approaches to municipal solid waste systems. Circularity is growing in national focus. It was one focus of the 2024 COP 29 United Nations Climate Conference hosted in Baku, Azerbaijan. During the annual conference, a Joint Resolution declaring the intent of the Republic of Azerbaijan to focus on global and regional collaboration focused on efficiency and circularity was established and signed."
Circular economy,"Circular product design and standards
Product designs that optimize durability, ease of maintenance and repair, upgradability, re-manufacturability, separability, disassembly, and reassembly are considered key elements for the transition toward circularity of products. Standardization can facilitate related ""innovative, sustainable and competitive advantages for European businesses and consumers"". Design for standardization and compatibility would make ""product parts and interfaces suitable for other products and aims at multi-functionality and modularity"". A ""Product Family Approach"" has been proposed to establish ""commonality, compatibility, standardization, or modularization among different products or product lines"".
It has been argued that emerging technologies should be designed with circular economy principles from the start, including solar panels."
Circular economy,"Design of circularity processes
For sustainability and health, the circularity process designs may be of crucial importance. Large amounts of electronic waste are already recycled but far from where they were consumed, with often low efficiency, and with substantial negative effects on human health and the foreign environment.
Recycling should therefore ""reduce environmental impacts of the overall product/service provision system assessed based on the life-cycle assessment approach"".
One study suggests that ""a mandatory certification scheme for recyclers of electronic waste, in or out of Europe, would help to incentivize high-quality treatment processes and efficient material recovery"".
Digitalization may enable more efficient corporate processes and minimize waste."
Circular economy,Circular business models
Circular economy,"While the initial focus of the academic, industry, and policy activities was mainly focused on the development of re-X (recycling, remanufacturing, reuse, etc.) technology, it soon became clear that the technological capabilities increasingly exceed their implementation. To leverage this technology for the transition toward a circular economy, various stakeholders have to work together. This shifted attention towards business-model innovation as a key leverage for 'circular' technology adaption. Rheaply, a platform that aims to scale reuse within and between organizations, is an example of a technology that focuses on asset management & disposition to support organizations transitioning to circular business models. Circular business models can be defined as business models that are closing, narrowing, slowing, intensifying, and dematerializing loops, to minimize the resource inputs into and the waste and emission leakage out of the organizational system. This comprises recycling"
Circular economy,"into and the waste and emission leakage out of the organizational system. This comprises recycling measures (closing), efficiency improvements (narrowing), use phase extensions (slowing), a more intense use phase (intensifying), and the substitution of products by service and software solutions (dematerializing). These strategies can be achieved through the purposeful design of material recovery processes and related circular supply chains. As illustrated in the Figure, these five approaches to resource loops can also be seen as generic strategies or archetypes of circular business model innovation. The development of circular products, circular business models, and, more generally, the circular economy is conditioned upon the affordances of the materials involved, that is the enablement and constraints afforded by these materials to someone engaging with them for circular purposes."
Circular economy,"Circular business models, as the economic model more broadly, can have different emphases and various objectives, for example: extend the life of materials and products, where possible over multiple 'use cycles'; use a 'waste = food' approach to help recover materials, and ensure those biological materials returned to earth are benign, not toxic; retain the embedded energy, water, and other process inputs in the product and the material for as long as possible; Use systems-thinking approaches in designing solutions; regenerate or at least conserve nature and living systems; push for policies, taxes and market mechanisms that encourage product stewardship, for example 'polluter pays' regulations."
Circular economy,"Circular business models are enabled by circular supply chains. In practice, collaboration for circular supply chains can enable the creation, transfer, and/or capture of value stemming from circular business solutions. Collaboration in supply chains can extend to downstream and upstream partners, and include existing and new collaboration. Similarly, circular supply chain collaboration allows innovation into the circular business model, focusing on its processes, products, or services."
Circular economy,Digital circular economy
Circular economy,"Building on circular business model innovation, digitalization and digital technologies (e.g., internet of things, big data, artificial intelligence, blockchain) are seen as a key enabler for upscaling the circular economy. Also referred to as the data economy, the central role of digital technologies for accelerating the circular economy transition is emphasized within the Circular Economy Action Plan of the European Green deal. The smart circular economy framework illustrates this by establishing a link between digital technologies and sustainable resource management. This allows assessment of different digital circular economy strategies with their associated level of maturity, providing guidance on how to leverage data and analytics to maximize circularity (i.e., optimizing functionality and resource intensity). Supporting this, a Strategic Research and Innovation Agenda for circular economy was published in the framework of the Horizon 2020 project CICERONE that puts digital"
Circular economy,"economy was published in the framework of the Horizon 2020 project CICERONE that puts digital technologies at the core of many key innovation fields (waste management, industrial symbiosis, products traceability). Some researchers have emphasised a need to comply with several requirements for implementing blockchain technology in order to make circular economy a reality."
Circular economy,"Platform for Accelerating the Circular Economy (PACE)
In 2018, the World Economic Forum, World Resources Institute, Philips, Ellen MacArthur Foundation, United Nations Environment Programme, and over 40 other partners launched the Platform for Accelerating the Circular Economy (PACE). PACE follows on the legacy of WEF's CEO-led initiative, Project MainStream, which sought to scale up circular economy innovations. PACE's original intent has three focal areas:"
Circular economy,"developing models of blended finance for circular economy projects, especially in developing and emerging economies;
creating policy frameworks to address specific barriers to advancing the circular economy; and
promoting public–private partnership for these purposes.
In 2020, PACE released a report with partner Circle Economy claiming that the world is 8.6% circular, claiming all countries are ""developing countries"" given the unsustainable levels of consumption in countries with higher levels of human development."
Circular economy,"PACE is a coalition of CEOs and Ministers—including the leaders of global corporations like IKEA, Coca-Cola, Alphabet Inc., and DSM, governmental partners and development institutions from Denmark, The Netherlands, Finland, Rwanda, UAE, China, and beyond. Initiatives currently managed under PACE include the Capital Equipment Coalition with Philips and numerous other partners and the Global Battery Alliance with over 70 partners. In January 2019, PACE released a report entitled ""A New Circular Vision for Electronics: Time for a Global Reboot"" (in support of the United Nations E-waste Coalition).
The coalition is hosted by a Secretariat headed by David B. McGinty, former leader of the Human Development Innovation Fund and Palladium International, and board member of BoardSource. Board Members include Inger Andersen, Frans van Houten, Ellen MacArthur, Lisa P. Jackson, and Stientje van Veldhoven."
Circular economy,"Circular economy standard BS 8001:2017
To provide authoritative guidance to organizations implementing circular economy (CE) strategies, in 2017, the British Standards Institution (BSI) developed and launched the first circular economy standard ""BS 8001:2017 Framework for implementing the principles of the circular economy in organizations"". The circular economy standard BS 8001:2017 tries to align the far-reaching ambitions of the CE with established business routines at the organizational level. It contains a comprehensive list of CE terms and definitions, describes the core CE principles, and presents a flexible management framework for implementing CE strategies in organizations. Little concrete guidance on circular economy monitoring and assessment is given, however, as there is no consensus yet on a set of central circular economy performance indicators applicable to organizations and individual products."
Circular economy,"Development of ISO/TC 323 circular economy standard
In 2018, the International Organization for Standardization (ISO) established a technical committee, TC 323, in the field of circular economy to develop frameworks, guidance, supporting tools, and requirements for the implementation of activities of all involved organizations, to maximize the contribution to Sustainable Development. Four new ISO standards are under development and in the direct responsibility of the committee (consisting of 70 participating members and 11 observing members)."
Circular economy,Strategic management in a circular economy
Circular economy,"The CE does not aim at changing the profit maximization paradigm of businesses. Rather, it suggests an alternative way of thinking how to attain a sustained competitive advantage (SCA), while concurrently addressing the environmental and socio-economic concerns of the 21st century. Indeed, stepping away from linear forms of production most often leads to the development of new core competencies along the value chain and ultimately superior performance that cuts costs, improves efficiency, promote brand names, mitigate risks, develop new products, and meets advanced government regulations and the expectations of green consumers. But despite the multiple examples of companies successfully embracing circular solutions across industries, and notwithstanding the wealth of opportunities that exist when a firm has clarity over what circular actions fit its unique profile and goals, CE decision-making remains a highly complex exercise with no one-size-fits-all solution. The intricacy and"
Circular economy,"remains a highly complex exercise with no one-size-fits-all solution. The intricacy and fuzziness of the topic is still felt by most companies (especially SMEs), which perceive circular strategies as something not applicable to them or too costly and risky to implement. This concern is today confirmed by the results of ongoing monitoring studies like the Circular Readiness Assessment."
Circular economy,"Strategic management is the field of management that comes to the rescue allowing companies to carefully evaluate CE-inspired ideas, but also to take a firm apart and investigate if/how/where seeds of circularity can be found or implanted. Prior research has identified strategic development for circularity to be a challenging process for companies, demanding multiple iterative strategic cycles. The book Strategic Management and the Circular Economy defined for the first time a CE strategic decision-making process, covering the phases of analysis, formulation, and planning. Each phase is supported by frameworks and concepts popular in management consulting—like idea tree, value chain, VRIE, Porter's five forces, PEST, SWOT, strategic clock, or the internationalization matrix—all adapted through a CE lens, hence revealing new sets of questions and considerations. Although yet to be verified, it is argued that all standard tools for strategic management can and should be calibrated and"
Circular economy,"it is argued that all standard tools for strategic management can and should be calibrated and applied to a CE. A specific argument has already been made for the strategy direction matrix of product vs market and the 3 × 3 GE-McKinsey matrix to assess business strength vs industry attractiveness, the BCG matrix of market share vs industry growth rate, and Kraljic's portfolio matrix."
Circular economy,"Engineering the Circular Life cycle
The engineering lifecycle is a well-established approach in the design and systems engineering of complex and certified systems. It refers to the series of stages that a complex engineered product passes through, from initial concept and design through production, use, and end-of-life management. The approach is commonly used in heavy manufacturing and heavily regulated industries (for example aviation). 

Complex and certified engineering systems, however, include many of the smaller products encountered on a daily basis, for example bicycles and household appliances. Implementing the principles of circularity requires all engineering design teams to take a lifecycle approach to the product."
